region1,region2,rtt,bw,value,abb1,abb2,label,level
australia-southeast2-a,client-northamerica-northeast1-a,208.63,98.2,208.640183299389,australia,northamerica,False,3
northamerica-northeast1-a,client-australia-southeast2-a,208.887,99.0,208.897101010101,northamerica,australia,False,3
australia-southeast2-a,client-us-east1-b,209.915,98.1,209.92519367991844,australia,us,False,3
europe-central2-a,client-southamerica-west1-b,210.495,98.1,210.50519367991845,europe,southamerica,False,3
us-east1-b,client-australia-southeast2-a,210.59099999999998,97.6,210.60124590163932,us,australia,False,3
southamerica-west1-b,client-asia-northeast2-a,212.622,96.7,212.63234126163394,southamerica,asia,False,3
asia-northeast2-a,client-southamerica-west1-b,212.71400000000003,66.4,212.7290602409639,asia,southamerica,False,3
southamerica-west1-b,client-europe-central2-a,212.918,97.9,212.92821450459653,southamerica,europe,False,3
asia-southeast1-b,client-northamerica-northeast2-a,213.174,91.3,213.18495290251917,asia,northamerica,False,3
europe-central2-a,client-southamerica-east1-b,213.179,96.6,213.18935196687372,europe,southamerica,False,3
southamerica-east1-b,client-europe-central2-a,213.528,96.2,213.538395010395,southamerica,europe,False,3
asia-southeast2-a,client-us-central1-c,215.303,96.5,215.3133626943005,asia,us,False,3
asia-northeast1-b,client-europe-west2-c,215.953,93.6,215.96368376068375,asia,europe,False,3
europe-north1-a,client-southamerica-east1-b,216.428,94.1,216.4386269925611,europe,southamerica,False,3
europe-west2-c,client-asia-northeast1-b,217.71,94.1,217.7206269925611,europe,asia,False,3
southamerica-east1-b,client-europe-north1-a,217.757,94.0,217.76763829787234,southamerica,europe,False,3
us-west1-b,client-asia-south1-c,219.38299999999998,91.5,219.39392896174863,us,asia,False,3
northamerica-northeast1-a,client-asia-southeast1-b,219.437,91.8,219.44789324618736,northamerica,asia,False,3
us-central1-c,client-asia-southeast2-a,219.727,93.8,219.73766098081023,us,asia,False,3
us-east4-c,client-asia-southeast1-b,220.042,92.3,220.05283423618636,us,asia,False,3
asia-southeast1-b,client-us-east4-c,220.285,94.4,220.295593220339,asia,us,False,3
europe-west1-b,client-asia-northeast1-b,220.98,92.0,220.9908695652174,europe,asia,False,3
northamerica-northeast2-a,client-asia-southeast1-b,221.36,96.7,221.37034126163394,northamerica,asia,False,3
northamerica-northeast2-a,client-asia-southeast2-a,221.375,90.4,221.38606194690266,northamerica,asia,False,3
asia-northeast1-b,client-europe-west1-b,222.502,91.4,222.51294091903722,asia,europe,False,3
asia-south1-c,client-us-west2-a,223.637,92.1,223.64785776330075,asia,us,False,3
us-west2-a,client-asia-south1-c,224.037,91.9,224.04788139281828,us,asia,False,3
asia-northeast1-b,client-europe-west4-a,224.243,89.0,224.25423595505617,asia,europe,False,3
europe-west2-c,client-asia-northeast2-a,224.852,90.9,224.86300110011,europe,asia,False,3
southamerica-west1-b,client-europe-north1-a,224.859,91.6,224.8699170305677,southamerica,europe,False,3
europe-west4-a,client-asia-northeast1-b,225.333,91.6,225.3439170305677,europe,asia,False,3
europe-west3-c,client-asia-northeast1-b,226.668,91.5,226.67892896174865,europe,asia,False,3
asia-northeast2-a,client-europe-west2-c,227.044,90.5,227.05504972375692,asia,europe,False,3
europe-north1-a,client-southamerica-west1-b,227.637,92.0,227.6478695652174,europe,southamerica,False,3
asia-northeast1-b,client-europe-west3-c,227.778,89.6,227.7891607142857,asia,europe,False,3
asia-south1-c,client-us-west1-b,228.118,89.4,228.1291856823266,asia,us,False,3
asia-southeast2-a,client-northamerica-northeast1-a,228.747,89.5,228.75817318435756,asia,northamerica,False,3
asia-northeast2-a,client-europe-west1-b,229.195,89.1,229.20622334455666,asia,europe,False,3
asia-southeast1-b,client-northamerica-northeast1-a,229.669,87.1,229.68048105625718,asia,northamerica,False,3
us-east1-b,client-asia-southeast1-b,229.669,11.9,229.75303361344538,us,asia,False,3
us-west4-a,client-asia-south1-c,229.87400000000002,88.8,229.8852612612613,us,asia,False,3
europe-west1-b,client-asia-northeast2-a,230.014,89.6,230.02516071428573,europe,asia,False,3
southamerica-west1-b,client-asia-northeast3-a,230.84099999999998,87.1,230.85248105625715,southamerica,asia,False,3
asia-southeast2-a,client-northamerica-northeast2-a,231.201,89.3,231.21219820828668,asia,northamerica,False,3
northamerica-northeast1-a,client-asia-southeast2-a,231.387,89.4,231.3981856823266,northamerica,asia,False,3
asia-northeast3-a,client-southamerica-west1-b,231.41,87.0,231.42149425287357,asia,southamerica,False,3
asia-south2-a,client-us-west1-b,231.56799999999998,86.1,231.5796144018583,asia,us,False,3
europe-west6-a,client-asia-northeast1-b,231.58700000000002,84.7,231.59880637544276,europe,asia,False,3
asia-southeast1-b,client-us-east1-b,231.745,86.5,231.75656069364163,asia,us,False,3
asia-northeast1-b,client-europe-west6-a,231.851,84.9,231.8627785630153,asia,europe,False,3
asia-southeast2-a,client-us-east4-c,231.885,89.1,231.89622334455666,asia,us,False,3
southamerica-west1-b,client-asia-east1-b,232.10299999999998,86.7,232.11453402537484,southamerica,asia,False,3
asia-east1-b,client-southamerica-west1-b,232.18400000000003,86.6,232.19554734411088,asia,southamerica,False,3
asia-northeast2-a,client-europe-west4-a,232.398,87.0,232.40949425287357,asia,europe,False,3
europe-west4-a,client-asia-northeast2-a,233.166,86.7,233.17753402537485,europe,asia,False,3
asia-south1-c,client-us-west4-a,234.65400000000002,89.2,234.66521076233187,asia,us,False,3
us-west1-b,client-asia-south2-a,234.859,86.3,234.87058748551564,us,asia,False,3
europe-west3-c,client-asia-northeast2-a,235.47799999999998,85.6,235.48968224299063,europe,asia,False,3
asia-northeast2-a,client-europe-west3-c,235.713,86.7,235.72453402537485,asia,europe,False,3
us-west3-a,client-asia-south1-c,236.168,85.7,236.17966861143523,us,asia,False,3
us-east4-c,client-asia-southeast2-a,237.50400000000002,84.2,237.51587648456058,us,asia,False,3
us-west2-a,client-asia-south2-a,238.84599999999998,86.1,238.85761440185829,us,asia,False,3
us-east1-b,client-asia-southeast2-a,240.049,81.6,240.06125490196078,us,asia,False,3
asia-northeast2-a,client-europe-west6-a,241.107,84.2,241.11887648456056,asia,europe,False,3
europe-west2-c,client-asia-northeast3-a,241.261,82.6,241.27310653753025,europe,asia,False,3
asia-south1-c,client-us-west3-a,241.31900000000002,86.2,241.33060092807426,asia,us,False,3
europe-west6-a,client-asia-northeast2-a,241.674,83.7,241.68594743130228,europe,asia,False,3
asia-northeast1-b,client-europe-central2-a,242.55599999999998,82.8,242.56807729468596,asia,europe,False,3
southamerica-west1-b,client-australia-southeast1-b,242.743,82.5,242.7551212121212,southamerica,australia,False,3
asia-southeast2-a,client-us-east1-b,243.11700000000002,81.9,243.12921001221002,asia,us,False,3
australia-southeast1-b,client-southamerica-west1-b,243.196,82.6,243.20810653753026,australia,southamerica,False,3
us-west4-a,client-asia-south2-a,243.372,85.8,243.38365501165504,us,asia,False,3
asia-northeast3-a,client-europe-west2-c,243.882,82.6,243.89410653753026,asia,europe,False,3
europe-central2-a,client-asia-northeast1-b,244.09799999999998,83.8,244.10993317422432,europe,asia,False,3
asia-east2-a,client-southamerica-west1-b,244.18099999999998,82.6,244.19310653753024,asia,southamerica,False,3
southamerica-west1-b,client-asia-east2-a,244.34799999999998,82.3,244.36015066828674,southamerica,asia,False,3
europe-west2-c,client-asia-east1-b,245.34400000000002,82.2,245.35616545012167,europe,asia,False,3
asia-northeast3-a,client-europe-west1-b,245.831,79.0,245.8436582278481,asia,europe,False,3
asia-east1-b,client-europe-west2-c,245.94799999999998,82.4,245.96013592233007,asia,europe,False,3
asia-south2-a,client-us-west2-a,245.955,84.8,245.9667924528302,asia,us,False,3
us-central1-c,client-us-west2-a,246.083,201.0,246.08797512437812,us,us,True,3
asia-northeast1-b,client-europe-north1-a,246.41099999999997,81.5,246.4232699386503,asia,europe,False,3
europe-west1-b,client-asia-northeast3-a,247.05900000000003,82.4,247.07113592233011,europe,asia,False,3
asia-east1-b,client-europe-west1-b,248.882,79.7,248.8945470514429,asia,europe,False,3
europe-west4-a,client-asia-northeast3-a,248.92,79.7,248.9325470514429,europe,asia,False,3
europe-west1-b,client-asia-east1-b,249.21099999999998,80.3,249.2234533001245,europe,asia,False,3
asia-northeast2-a,client-europe-central2-a,249.753,78.5,249.76573885350317,asia,europe,False,3
europe-north1-a,client-asia-northeast1-b,249.80200000000002,79.0,249.81465822784813,europe,asia,False,3
us-west3-a,client-asia-south2-a,249.99099999999999,81.1,250.00333045622688,us,asia,False,3
europe-west4-a,client-asia-east1-b,250.06,79.7,250.0725470514429,europe,asia,False,3
asia-northeast3-a,client-europe-west4-a,250.44099999999997,78.5,250.45373885350315,asia,europe,False,3
europe-central2-a,client-asia-northeast2-a,250.46200000000002,77.1,250.4749701686122,europe,asia,False,3
asia-south2-a,client-us-west4-a,250.77900000000002,82.9,250.79106272617614,asia,us,False,3
asia-east1-b,client-europe-west4-a,251.158,79.7,251.1705470514429,asia,europe,False,3
southamerica-east1-b,client-asia-northeast1-b,253.385,79.7,253.3975470514429,southamerica,asia,False,3
australia-southeast2-a,client-southamerica-west1-b,254.365,77.3,254.37793661060803,australia,southamerica,False,3
asia-northeast1-b,client-southamerica-east1-b,254.643,77.1,254.65597016861219,asia,southamerica,False,3
southamerica-west1-b,client-australia-southeast2-a,254.84599999999998,78.2,254.85878772378513,southamerica,australia,False,3
europe-west3-c,client-asia-northeast3-a,255.21,73.0,255.223698630137,europe,asia,False,3
asia-east1-b,client-europe-west3-c,255.327,77.2,255.33995336787564,asia,europe,False,3
europe-west3-c,client-asia-east1-b,255.998,77.3,256.010936610608,europe,asia,False,3
asia-east2-a,client-europe-west2-c,256.18,64.5,256.195503875969,asia,europe,False,3
asia-northeast3-a,client-europe-west3-c,256.415,79.7,256.42754705144296,asia,europe,False,3
europe-north1-a,client-asia-northeast2-a,256.441,77.4,256.4539198966408,europe,asia,False,3
asia-northeast2-a,client-europe-north1-a,256.85400000000004,77.3,256.86693661060804,asia,europe,False,3
europe-west2-c,client-asia-east2-a,257.385,76.9,257.39800390117034,europe,asia,False,3
asia-northeast2-a,client-southamerica-east1-b,259.469,76.0,259.4821578947368,asia,southamerica,False,3
asia-northeast3-a,client-europe-west6-a,260.022,75.4,260.0352625994695,asia,europe,False,3
southamerica-east1-b,client-asia-northeast2-a,260.025,74.9,260.03835113484644,southamerica,asia,False,3
us-central1-c,client-asia-south1-c,261.23400000000004,75.0,261.24733333333336,us,asia,False,3
europe-west6-a,client-asia-east1-b,261.327,74.6,261.34040482573727,europe,asia,False,3
europe-west2-c,client-australia-southeast1-b,261.375,74.9,261.38835113484646,europe,australia,False,3
asia-south2-a,client-us-west3-a,261.622,21.0,261.66961904761905,asia,us,False,3
europe-west6-a,client-asia-northeast3-a,261.675,74.0,261.6885135135135,europe,asia,False,3
asia-east2-a,client-europe-west1-b,261.725,74.8,261.73836898395723,asia,europe,False,3
europe-west1-b,client-asia-east2-a,261.733,75.2,261.74629787234045,europe,asia,False,3
asia-east1-b,client-europe-west6-a,261.809,75.4,261.8222625994695,asia,europe,False,3
australia-southeast1-b,client-europe-west2-c,263.439,74.4,263.45244086021506,australia,europe,False,3
asia-south1-c,client-us-central1-c,263.555,74.4,263.56844086021505,asia,us,False,3
europe-west4-a,client-asia-east2-a,264.666,74.0,264.6795135135135,europe,asia,False,3
asia-east2-a,client-europe-west4-a,265.003,74.3,265.01645895020187,asia,europe,False,3
europe-central2-a,client-asia-northeast3-a,266.267,72.3,266.2808312586445,europe,asia,False,3
asia-northeast3-a,client-europe-central2-a,266.678,72.4,266.69181215469615,asia,europe,False,3
europe-west1-b,client-australia-southeast1-b,266.971,73.4,266.9846239782016,europe,australia,False,3
australia-southeast1-b,client-europe-west1-b,267.22700000000003,73.4,267.24062397820165,australia,europe,False,3
europe-west3-c,client-asia-east2-a,267.772,73.0,267.785698630137,europe,asia,False,3
asia-east2-a,client-europe-west3-c,268.029,73.4,268.0426239782016,asia,europe,False,3
us-west2-a,client-europe-west3-c,268.432,32.3,268.462959752322,us,europe,False,3
northamerica-northeast2-a,client-asia-south1-c,268.682,5.64,268.85930496453904,northamerica,asia,False,3
europe-central2-a,client-asia-east1-b,269.758,72.6,269.7717741046832,europe,asia,False,3
australia-southeast1-b,client-europe-west4-a,269.995,71.9,270.00890820584146,australia,europe,False,3
europe-west4-a,client-australia-southeast1-b,271.01,72.8,271.0237362637363,europe,australia,False,3
us-east4-c,client-asia-south1-c,271.486,4.08,271.7310980392157,us,asia,False,3
asia-south1-c,client-us-east4-c,271.73,57.1,271.74751313485115,asia,us,False,3
asia-south2-a,client-us-central1-c,271.928,71.4,271.9420056022409,asia,us,False,3
asia-east2-a,client-europe-west6-a,272.867,72.0,272.88088888888893,asia,europe,False,3
europe-west3-c,client-australia-southeast1-b,273.402,72.0,273.4158888888889,europe,australia,False,3
europe-west6-a,client-asia-east2-a,273.559,71.0,273.57308450704227,europe,asia,False,3
australia-southeast1-b,client-europe-west3-c,273.68,71.9,273.69390820584147,australia,europe,False,3
asia-east1-b,client-europe-north1-a,274.586,71.3,274.6000252454418,asia,europe,False,3
europe-north1-a,client-asia-northeast3-a,275.16,71.8,275.17392757660167,europe,asia,False,3
europe-west2-c,client-australia-southeast2-a,275.22700000000003,71.9,275.2409082058415,europe,australia,False,3
australia-southeast2-a,client-europe-west2-c,275.691,71.8,275.7049275766016,australia,europe,False,3
northamerica-northeast1-a,client-asia-south1-c,275.694,69.5,275.70838848920863,northamerica,asia,False,3
asia-south1-c,client-northamerica-northeast1-a,275.969,70.6,275.983164305949,asia,northamerica,False,3
us-central1-c,client-asia-south2-a,276.483,71.7,276.4969470013947,us,asia,False,3
asia-south2-a,client-us-east4-c,276.54200000000003,60.3,276.55858374792706,asia,us,False,3
asia-northeast3-a,client-europe-north1-a,277.137,70.9,277.1511043723554,asia,europe,False,3
asia-northeast3-a,client-southamerica-east1-b,277.538,69.9,277.5523061516452,asia,southamerica,False,3
southamerica-west1-b,client-asia-southeast1-b,277.79400000000004,70.1,277.80826533523543,southamerica,asia,False,3
europe-north1-a,client-asia-east1-b,278.276,70.1,278.2902653352354,europe,asia,False,3
asia-south2-a,client-northamerica-northeast2-a,278.778,69.5,278.79238848920863,asia,northamerica,False,3
europe-west1-b,client-australia-southeast2-a,278.899,70.0,278.91328571428573,europe,australia,False,3
asia-south2-a,client-northamerica-northeast1-a,279.005,64.5,279.020503875969,asia,northamerica,False,3
asia-east1-b,client-southamerica-east1-b,279.007,68.4,279.02161988304096,asia,southamerica,False,3
australia-southeast2-a,client-europe-west1-b,279.238,69.6,279.252367816092,australia,europe,False,3
asia-southeast1-b,client-southamerica-west1-b,279.438,68.8,279.45253488372094,asia,southamerica,False,3
europe-west6-a,client-australia-southeast1-b,279.812,69.7,279.82634720229555,europe,australia,False,3
australia-southeast1-b,client-europe-west6-a,279.938,69.5,279.9523884892086,australia,europe,False,3
southamerica-east1-b,client-asia-northeast3-a,280.41,70.1,280.4242653352354,southamerica,asia,False,3
southamerica-east1-b,client-asia-east1-b,281.092,70.0,281.1062857142857,southamerica,asia,False,3
europe-west4-a,client-australia-southeast2-a,281.421,68.8,281.43553488372095,europe,australia,False,3
europe-central2-a,client-asia-east2-a,281.797,68.9,281.8115137880987,europe,asia,False,3
asia-east2-a,client-europe-central2-a,281.801,68.7,281.8155560407569,asia,europe,False,3
australia-southeast2-a,client-europe-west4-a,282.11400000000003,68.0,282.12870588235296,australia,europe,False,3
northamerica-northeast1-a,client-asia-south2-a,282.742,64.9,282.7574083204931,northamerica,asia,False,3
us-east1-b,client-asia-south1-c,283.007,64.7,283.022455950541,us,asia,False,3
europe-west3-c,client-australia-southeast2-a,285.149,67.7,285.1637710487445,europe,australia,False,3
australia-southeast2-a,client-europe-west3-c,285.277,67.5,285.2918148148148,australia,europe,False,3
northamerica-northeast2-a,client-asia-south2-a,285.855,67.4,285.86983679525224,northamerica,asia,False,3
asia-south1-c,client-northamerica-northeast2-a,286.307,72.8,286.3207362637363,asia,northamerica,False,3
europe-north1-a,client-asia-east2-a,287.603,67.0,287.6179253731343,europe,asia,False,3
asia-southeast2-a,client-southamerica-west1-b,287.815,66.6,287.830015015015,asia,southamerica,False,3
europe-central2-a,client-australia-southeast1-b,287.92,66.8,287.93497005988024,europe,australia,False,3
australia-southeast1-b,client-europe-central2-a,288.43,66.8,288.44497005988023,australia,europe,False,3
us-east4-c,client-asia-south2-a,288.776,67.8,288.7907492625369,us,asia,False,3
australia-southeast1-b,client-southamerica-east1-b,290.112,65.9,290.12717450682857,australia,southamerica,False,3
europe-west2-c,client-asia-southeast1-b,291.324,66.9,291.33894768310915,europe,asia,False,3
europe-west6-a,client-australia-southeast2-a,291.726,66.0,291.7411515151515,europe,australia,False,3
southamerica-east1-b,client-australia-southeast1-b,292.072,65.5,292.08726717557255,southamerica,australia,False,3
asia-south1-c,client-us-east1-b,292.316,65.1,292.3313609831029,asia,us,False,3
asia-east2-a,client-southamerica-east1-b,292.382,65.2,292.3973374233129,asia,southamerica,False,3
australia-southeast2-a,client-europe-west6-a,292.39599999999996,66.2,292.4111057401812,australia,europe,False,3
southamerica-east1-b,client-asia-east2-a,292.60400000000004,65.0,292.61938461538466,southamerica,asia,False,3
southamerica-west1-b,client-asia-southeast2-a,292.61,66.6,292.62501501501504,southamerica,asia,False,3
europe-west1-b,client-asia-southeast1-b,292.928,66.7,292.94299250374814,europe,asia,False,3
australia-southeast1-b,client-europe-north1-a,294.045,64.6,294.060479876161,australia,europe,False,3
europe-north1-a,client-australia-southeast1-b,294.302,64.6,294.31747987616103,europe,australia,False,3
europe-west4-a,client-asia-southeast1-b,294.567,5.0,294.767,europe,asia,False,3
asia-southeast2-a,client-europe-west2-c,296.666,64.6,296.681479876161,asia,europe,False,3
asia-southeast1-b,client-europe-west4-a,296.666,62.6,296.6819744408946,asia,europe,False,3
asia-south2-a,client-us-east1-b,297.675,64.4,297.6905279503106,asia,us,False,3
europe-west3-c,client-asia-southeast1-b,299.598,64.0,299.613625,europe,asia,False,3
australia-southeast2-a,client-europe-central2-a,300.08099999999996,63.1,300.0968478605388,australia,europe,False,3
europe-central2-a,client-australia-southeast2-a,300.58299999999997,64.1,300.5986006240249,europe,australia,False,3
asia-southeast2-a,client-europe-west1-b,302.445,62.0,302.46112903225804,asia,europe,False,3
europe-west2-c,client-asia-southeast2-a,302.531,61.2,302.5473398692811,europe,asia,False,3
australia-southeast2-a,client-southamerica-east1-b,302.765,56.9,302.7825746924429,australia,southamerica,False,3
southamerica-east1-b,client-australia-southeast2-a,303.913,62.4,303.92902564102565,southamerica,australia,False,3
asia-southeast1-b,client-europe-west3-c,304.71299999999997,64.2,304.7285763239875,asia,europe,False,3
europe-west4-a,client-asia-southeast2-a,305.132,60.0,305.14866666666666,europe,asia,False,3
europe-north1-a,client-australia-southeast2-a,305.64,62.0,305.65612903225804,europe,australia,False,3
australia-southeast2-a,client-europe-north1-a,306.01599999999996,62.5,306.032,australia,europe,False,3
europe-west1-b,client-asia-southeast2-a,306.068,62.2,306.08407717041797,europe,asia,False,3
us-east1-b,client-asia-south2-a,306.29,66.8,306.30497005988025,us,asia,False,3
europe-west6-a,client-asia-southeast1-b,306.913,62.9,306.9288982511924,europe,asia,False,3
asia-southeast1-b,client-europe-west6-a,307.656,60.3,307.67258374792704,asia,europe,False,3
asia-southeast2-a,client-europe-west3-c,308.35,61.4,308.3662866449512,asia,europe,False,3
asia-southeast2-a,client-europe-west6-a,309.345,61.2,309.3613398692811,asia,europe,False,3
asia-southeast2-a,client-europe-west4-a,313.127,60.8,313.14344736842105,asia,europe,False,3
europe-central2-a,client-asia-southeast1-b,315.976,59.8,315.99272240802674,europe,asia,False,3
europe-west6-a,client-asia-southeast2-a,317.676,59.5,317.69280672268906,europe,asia,False,3
europe-west3-c,client-asia-southeast2-a,317.865,54.7,317.883281535649,europe,asia,False,3
asia-southeast2-a,client-europe-central2-a,318.112,58.5,318.129094017094,asia,europe,False,3
europe-north1-a,client-asia-southeast1-b,323.533,57.7,323.5503310225304,europe,asia,False,3
southamerica-east1-b,client-asia-southeast1-b,325.165,57.4,325.1824216027875,southamerica,asia,False,3
asia-southeast1-b,client-southamerica-east1-b,325.491,57.7,325.50833102253034,asia,southamerica,False,3
asia-south1-c,client-southamerica-west1-b,327.60900000000004,57.3,327.62645200698086,asia,southamerica,False,3
southamerica-west1-b,client-asia-south1-c,328.22,57.0,328.2375438596491,southamerica,asia,False,3
europe-central2-a,client-asia-southeast2-a,329.784,57.4,329.80142160278746,europe,asia,False,3
asia-southeast2-a,client-southamerica-east1-b,330.715,54.9,330.7332149362477,asia,southamerica,False,3
europe-north1-a,client-asia-southeast2-a,331.801,55.2,331.819115942029,europe,asia,False,3
southamerica-east1-b,client-asia-southeast2-a,336.654,57.2,336.6714825174825,southamerica,asia,False,3
asia-southeast2-a,client-europe-north1-a,337.19199999999995,55.0,337.21018181818175,asia,europe,False,3
europe-west2-c,client-asia-south1-c,340.195,49.4,340.21524291497974,europe,asia,False,3
asia-south1-c,client-europe-west2-c,340.05300000000005,5.08,340.24985039370085,asia,europe,False,3
southamerica-west1-b,client-asia-south2-a,346.871,52.0,346.89023076923075,southamerica,asia,False,3
asia-south2-a,client-southamerica-west1-b,347.28,54.0,347.2985185185185,asia,southamerica,False,3
europe-west1-b,client-asia-south1-c,350.486,52.0,350.50523076923076,europe,asia,False,3
asia-south1-c,client-europe-west1-b,351.153,52.4,351.1720839694657,asia,europe,False,3
asia-south1-c,client-europe-west3-c,351.94800000000004,51.9,351.96726782273606,asia,europe,False,3
europe-west3-c,client-asia-south1-c,352.01599999999996,50.9,352.03564636542234,europe,asia,False,3
europe-west2-c,client-asia-south2-a,352.45300000000003,49.6,352.4731612903226,europe,asia,False,3
asia-south1-c,client-europe-west4-a,354.284,52.4,354.30308396946566,asia,europe,False,3
europe-west6-a,client-asia-south1-c,358.55800000000005,49.4,358.5782429149798,europe,asia,False,3
europe-west1-b,client-asia-south2-a,359.51800000000003,51.4,359.53745525291833,europe,asia,False,3
asia-south1-c,client-europe-west6-a,360.25800000000004,49.2,360.27832520325205,asia,europe,False,3
asia-south2-a,client-europe-west4-a,362.754,46.2,362.77564502164506,asia,europe,False,3
europe-west4-a,client-asia-south1-c,364.88300000000004,52.0,364.9022307692308,europe,asia,False,3
europe-west4-a,client-asia-south2-a,365.337,48.9,365.3574498977505,europe,asia,False,3
europe-central2-a,client-asia-south1-c,366.353,48.2,366.37374688796683,europe,asia,False,3
asia-south1-c,client-europe-central2-a,366.62300000000005,48.6,366.64357613168727,asia,europe,False,3
europe-west3-c,client-asia-south2-a,367.66,46.5,367.6815053763441,europe,asia,False,3
asia-south2-a,client-europe-west2-c,368.30800000000005,47.6,368.3290084033614,asia,europe,False,3
asia-east2-a,client-europe-north1-a,370.074,66.4,370.0890602409639,asia,europe,False,3
asia-south2-a,client-europe-west1-b,371.19800000000004,46.9,371.2193219616205,asia,europe,False,3
asia-south1-c,client-europe-north1-a,372.145,46.6,372.1664592274678,asia,europe,False,3
asia-south2-a,client-europe-central2-a,372.713,47.4,372.7340970464135,asia,europe,False,3
europe-north1-a,client-asia-south1-c,373.161,46.7,373.1824132762313,europe,asia,False,3
asia-south2-a,client-europe-west3-c,373.838,48.3,373.85870393374745,asia,europe,False,3
europe-west6-a,client-asia-south2-a,373.884,46.5,373.9055053763441,europe,asia,False,3
asia-south1-c,client-southamerica-east1-b,375.79,47.3,375.81114164904864,asia,southamerica,False,3
europe-central2-a,client-asia-south2-a,376.852,47.1,376.8732314225053,europe,asia,False,3
asia-south2-a,client-europe-west6-a,377.175,48.0,377.1958333333333,asia,europe,False,3
southamerica-east1-b,client-asia-south1-c,377.371,47.1,377.3922314225053,southamerica,asia,False,3
asia-south2-a,client-southamerica-east1-b,380.534,44.6,380.5564215246637,asia,southamerica,False,3
europe-north1-a,client-asia-south2-a,389.462,42.3,389.48564066193853,europe,asia,False,3
asia-south2-a,client-europe-north1-a,393.88199999999995,44.8,393.9043214285714,asia,europe,False,3
southamerica-east1-b,client-asia-south2-a,394.301,44.3,394.32357336343114,southamerica,asia,False,3
asia-east1-b,client-europe-central2-a,563.408,71.9,563.4219082058414,asia,europe,False,3
asia-southeast1-b,client-us-west2-a,176.293,,,asia,us,False,2
asia-southeast1-b,client-us-west3-a,182.919,,,asia,us,False,2
asia-southeast1-b,client-us-west4-a,181.137,,,asia,us,False,2
asia-southeast1-b,client-europe-central2-a,320.783,,,asia,europe,False,3
asia-southeast1-b,client-europe-north1-a,323.421,,,asia,europe,False,3
asia-southeast1-b,client-europe-west1-b,295.33299999999997,,,asia,europe,False,3
asia-southeast1-b,client-europe-west2-c,290.312,,,asia,europe,False,3
us-central1-c,client-europe-west3-c,105.664,,,us,europe,False,2
us-central1-c,client-europe-west4-a,102.285,,,us,europe,False,2
us-central1-c,client-europe-west6-a,112.57,,,us,europe,False,2
us-central1-c,client-asia-east1-b,157.866,,,us,asia,False,2
us-central1-c,client-asia-east2-a,170.804,,,us,asia,False,2
us-central1-c,client-asia-northeast1-b,131.912,,,us,asia,False,2
us-central1-c,client-asia-northeast2-a,137.569,,,us,asia,False,2
us-central1-c,client-asia-northeast3-a,157.251,,,us,asia,False,2
